neg,neu,pos,compound,line
0.0,0.769,0.231,0.4588,"It's a welcome finding, though it hardly settles the issue of propriety."
0.344,0.584,0.071,-0.8126,"Mr. Boesky later pleaded guilty to conspiracy in filing a false statement with the Securities and Exchange Commission, and has been sentenced to prison."
0.0,0.8,0.2,0.3612,Why was the city's chief financial officer promoting his business ventures?
0.0,0.798,0.202,0.6808,"Mr. Conboy investigated when Mr. Goldin admitted he had spoken well of Boesky investments with friends and acknowledged, after early denials, that he himself had invested in a Boesky enterprise."
0.0,1.0,0.0,0.0,"Mr. Goldin is the ex officio chief investor of New York City's own money and its pension funds, and is in charge of selling the city's bonds and notes to investors."
0.092,0.908,0.0,-0.1326,For him to offer such market tips may not be unlawful; it cannot escape being unseemly.
0.0,0.789,0.211,0.7088,"It has been 27 years since New York has known so cool a summer, 27 years since a light blanket felt good on an August night."
0.117,0.769,0.113,-0.0258,"True, those who blossom in the heat may be weeping and so, perhaps, may be ice cream vendors and lemonade purveyors."
0.0,1.0,0.0,0.0,"But, oh, the difference to the rest of us."
0.0,0.789,0.211,0.7088,"It has been 27 years since New York has known so cool a summer, 27 years since a light blanket felt good on an August night."
0.117,0.769,0.113,-0.0258,"True, those who blossom in the heat may be weeping and so, perhaps, may be ice cream vendors and lemonade purveyors."
0.0,1.0,0.0,0.0,"But, oh, the difference to the rest of us."
0.163,0.588,0.248,0.3182,What joy not to hear an air-conditioner's whine 24 hours a day.
0.0,0.559,0.441,0.743,What even greater joy to face a utilities bill without wincing.
0.0,0.802,0.198,0.5719,And what pleasure to forgo salad and iced tea for the occasional plate of beef stew.
0.0,0.615,0.385,0.6836,How sweet to wait on a subway platform without fear of suffocation.
0.203,0.554,0.243,0.1098,Or at a bus stop without fear of sunstroke.
0.206,0.577,0.217,0.033,Or to hoof it without fear of heat exhaustion.
0.0,0.714,0.286,0.4215,"True, there has been rather a lot of rain."
0.0,1.0,0.0,0.0,"Tons of it, actually."
0.0,1.0,0.0,0.0,"But has New York ever had fuller trees, fatter bushes, greener greenswards?"
0.0,1.0,0.0,0.0,Basking on the beach may be out.
0.0,0.687,0.313,0.6249,But it's a great summer to be sitting in the city.
0.0,0.909,0.091,0.3182,Someday somebody will come up with a scientific explanation for the curious glow that a three-man submarine discovered recently one mile deep in the Pacific Ocean.
0.0,1.0,0.0,0.0,Its immediate source is a jet of hot water emerging from some rock chimneys on the ocean floor.
0.205,0.795,0.0,-0.2023,The cause of its strange flicker is unknown.
0.0,1.0,0.0,0.0,Meanwhile it is tempting to speculate.
0.0,0.839,0.161,0.3182,Maybe that curious glow is emitted by Something That Wants To Be Found.
0.0,1.0,0.0,0.0,Excalibur comes to mind; so do the Grail and the Venus de Milo's arms.
0.0,0.929,0.071,0.296,"Other possibilities are those parts of the Ark that didn't wash up on Mount Ararat, the draperies on the head of the Getty Museum's new Aphrodite and Captain Kidd's treasure."
0.0,0.913,0.087,0.3182,"But what, pray tell, would such as Excalibur and the arms of the Venus de Milo be doing 180 miles west of Vancouver, British Columbia?"
0.0,0.881,0.119,0.4019,Exactly what that monster purported to be living at the bottom of a murky Scottish lake is doing: tickling the romantic imagination.
0.153,0.847,0.0,-0.5574,"To economists, Sir John Hicks, who died Saturday at 85, was a Promethean figure even in the company of fellow Nobel laureates."
0.0,1.0,0.0,0.0,"Along with Paul Samuelson, Dr. Hicks helped explain the Keynesian revolution in economic thinking."
0.268,0.435,0.297,0.1027,"After the Great Depression, economists groped for explanations."
0.117,0.526,0.356,0.7096,Their focus on perfectly functioning competitive markets provided few useful clues about an economy ravaged by unemployment.
0.0,0.814,0.186,0.6432,"Then in 1936, in his ''General Theory,'' John Maynard Keynes offered a dramatic new insight: Markets would not automatically eliminate unemployment, but government policy could help."
0.082,0.821,0.097,0.0772,"The ''General Theory'' was much discussed but little read, and even careful readers found it hard to grasp."
0.0,0.852,0.148,0.3818,"Dr. Hicks's clear analysis of Keynes, begun in 1937, remains the bulwark of every economist's training."
0.166,0.834,0.0,-0.6776,"By analyzing an economy in which prices do not behave perfectly, he established a basis for Keynesian economic management: government manipulation of fiscal and monetary policies to affect output and employment."
0.0,0.885,0.115,0.3818,"Dr. Hicks also wrote seminal explanations of market interactions, technological change, wage growth, capital formation, economic history and other pivotal functions."
0.16,0.577,0.263,0.3818,"He was, Dr. Samuelson laments, ''one of the last great generalists.''"
0.082,0.918,0.0,-0.1531,"Though few laymen have ever heard of him, Sir John Hicks casts a shadow that looms over every economic discussion."
0.147,0.853,0.0,-0.4767,Never has there been a worse time to be an umbrella than during the last few weeks in New York.
0.0,1.0,0.0,0.0,It's not the rain - rain is what umbrellas are for.
0.351,0.649,0.0,-0.4019,The problem has been the wind.
0.0,0.769,0.231,0.6369,"The wind, which came in gusts, blew its best whenever an umbrella crossed the street."
0.187,0.723,0.09,-0.3818,"Deprived of the defense provided by buildings, the umbrella was usually turned inside out."
0.0,1.0,0.0,0.0,"Sometimes its owner, by reversing position, could get the umbrella blown right side out again."
0.279,0.721,0.0,-0.4767,"More often, the spokes had broken in the blast."
0.335,0.488,0.177,-0.3818,"Funny thing is, few of those broken bumbershoots have been discarded."
0.0,1.0,0.0,0.0,"Instead, they're all over town, still in business."
0.0,0.741,0.259,0.6808,"With more rain likely, it's clearly folly to invest today in what will surely be blown out tomorrow."
0.138,0.862,0.0,-0.4939,"Sausalito, Calif., is being driven mad by the sound of fish - the mating call of the male toadfish, to be precise."
0.259,0.576,0.165,-0.0772,"It is a curious sound, reminiscent of an oboe with stuck stops."
0.0,1.0,0.0,0.0,But it tickles the gills of the female toadfish.
0.0,0.783,0.217,0.3612,Toadfish like to tryst in Sausalito's Richardson Bay in June.
0.0,0.69,0.31,0.6597,"Now that the bay has been cleaned up, they like it better than ever."
0.0,0.763,0.237,0.3566,Every year a few thousand more toadfish join the chorus.
0.0,1.0,0.0,0.0,The human residents of Sausalito are joining in.
0.0,0.747,0.253,0.7558,"This year, as last year, a lot of them dressed more or less like fish for a Humming Toadfish Festival, and they walked around town playing kazoos."
0.0,0.571,0.429,0.7184,"On the whole, however, few find the ardent toadfish funny."
0.0,1.0,0.0,0.0,One man describes their song as ''God-awful.''
0.326,0.674,0.0,-0.4404,Most townfolk say it disturbs their sleep.
0.335,0.665,0.0,-0.8625,"Could the sound of any fish be worse than the howl of a car alarm, the whoop-whoop-whoop of a police siren, the scream of the fire truck?"
0.0,1.0,0.0,0.0,Sausalitans don't know from God-awful.
0.0,1.0,0.0,0.0,But New Yorkers do.
0.0,1.0,0.0,0.0,They also know what to do with toadfish.
0.0,0.721,0.279,0.541,Imagine a harbor so clean that toadfish were fruitful and multiplied.
0.171,0.829,0.0,-0.5719,Imagine those pluguglies sending up a hum loud enough to drown the shrieks that make hideous New York midsummer nights.
0.0,0.544,0.456,0.7713,"Imagine that, and you have imagined a happier, more harmonious city."
0.0,0.906,0.094,0.4019,A seamy piece of campaign literature circulated during last month's primary race for Brooklyn District Attorney attempted to link the former special prosecutor Charles Hynes to homosexual groups.
0.203,0.797,0.0,-0.6249,"Assemblyman Daniel Feldman, who lost the contest to Mr. Hynes, denies authorizing the leaflet, which was signed by ''Friends of Dan Feldman.''"
0.0,0.881,0.119,0.3182,"Whatever the truth turns out to be, the episode points to a need for changing New York State law."
0.0,1.0,0.0,0.0,Present law requires candidates to disclose their campaign contributions.
0.075,0.683,0.242,0.5994,"But there is no requirement that campaign literature state clearly who paid for it, a gap the state's Commission on Government Integrity has recommended closing."
0.0,0.801,0.199,0.357,Nor is there a penalty for misrepresenting the source of campaign literature.
0.231,0.769,0.0,-0.6597,"Several years ago, a state appellate court struck down a broad ''truth in campaign literature'' law as violative of the First Amendment."
0.0,0.933,0.067,0.2006,"But that decision left open the likelihood that a more carefully drawn statute, similar to the labeling rules that govern Federal campaign literature, would pass constitutional muster."
0.266,0.734,0.0,-0.4404,Such a rule wouldn't put an end to dirty campaigns.
0.0,1.0,0.0,0.0,But at least voters would be able to know the source of the smears.
0.0,1.0,0.0,0.0,"Remarkably, all lanes of New York's Williamsburg Bridge are now open."
0.0,1.0,0.0,0.0,"Cars, trucks and subways zip across in both directions."
0.198,0.802,0.0,-0.4912,"When the bridge shut down in April, pessimists said it would never reopen; optimists projected repairs would take a year."
0.0,0.872,0.128,0.3612,The city's Department of Transportation promised it would get the job done by early August - and it did.
0.0,0.625,0.375,0.34,"With understandable pride, the D.O.T."
0.128,0.872,0.0,-0.296,asserts that no bridge of this size has been so completely overhauled in so short a time.
0.0,1.0,0.0,0.0,"From the day the bridge closed, some 140 engineers, iron workers, painters and laborers toiled 12 hours a day, seven days a week, hammering in 150 tons of new steel, adding 15,000 bolts and riveting 21 one-ton floor beams to the superstructure."
0.0,1.0,0.0,0.0,"City traffic engineers deserve laurels, but can't rest on them."
0.0,1.0,0.0,0.0,Now is the time to put a preventive maintenance schedule in place for the Williamsburg and the 845 other city bridges.
0.0,0.72,0.28,0.7906,"When Mathias Rust set his plane down in Red Square last May, the world gasped with amazement - and some admiration."
0.0,0.478,0.522,0.9001,"Perhaps it was a prank, perhaps a peace pilgrimage, but surely it was a fine fantasy come true."
0.095,0.816,0.088,-0.0258,Now Moscow offers a dose of hard reality: a sentence of four years in a labor camp.
0.422,0.578,0.0,-0.8934,"The 19-year-old West German was charged with violation of international flight regulations, illegal entry into the Soviet Union and hooliganism."
0.241,0.602,0.157,-0.1779,The last offense prompted the long sentence.
0.0,0.674,0.326,0.743,"Mr. Rust said he had come in peace, hoping to talk with Mikhail S. Gorbachev."
0.0,1.0,0.0,0.0,The Soviet authorities deemed the apolitical youth a prankster.
0.0,0.741,0.259,0.5423,But an apolitical past and a longshot peace mission aren't necessarily incompatible.
0.0,0.887,0.113,0.4215,Mr. Rust wouldn't be the first person attracted to the idea of leaping out of the old ruts and making the world over.
0.167,0.833,0.0,-0.296,No one can say if such a leap is what Mr. Rust intended.
0.0,0.87,0.13,0.34,Nor can anyone write off a government's concern with the security of its borders or with flight regulations.
0.0,0.671,0.329,0.6597,"Indeed, some deem Mr. Rust lucky to have arrived in Red Square alive."
0.0,0.942,0.058,0.0772,"What the labor-camp sentence does do, and firmly, is bring the fantasy that took flight with Mr. Rust squarely down to earth."
0.107,0.893,0.0,-0.2023,Once there was a summer when every other young woman in Manhattan wore a droopy white cotton hat.
0.0,1.0,0.0,0.0,"A few summers later, every other young woman wore a wraparound batik skirt."
0.0,1.0,0.0,0.0,This was followed by the summer of the pink-and-blue-plastic-vegetables-on-an-elastic-band bracelet.
0.0,1.0,0.0,0.0,"What these little numbers had in common was price (low), availability (street vendors, five and tens, variety stalls) and the fact that they never appeared in fashion magazines."
0.0,1.0,0.0,0.0,Now there's a new addition to this distinguished list of unsung fashions: the waist-bag.
0.0,0.84,0.16,0.6369,"The waist-bag, which is usually nylon, is attached to a long belt, has a zippered pocket and a Velcro-closed pocket and looks best when it's black."
0.0,0.813,0.187,0.4404,"Closely packed, it'll hold money, keys, a credit card or two, a comb, a lipstick, a tissue and any number of dry-cleaning slips."
0.0,1.0,0.0,0.0,"Women wear it with the bag in front, thus tempting comparisons to marsupials."
0.0,1.0,0.0,0.0,"Men, who also wear it, generally do so with the bag in back, thus tempting pickpockets."
0.0,0.798,0.202,0.5106,"Both sexes are left with their hands free for shopping bags, strollers and self-defense."
0.083,0.783,0.134,0.2732,"Those are reasons enough to hope the waist-bag outlives the droopy hat, the batik wraparound and the plastic-veggie bracelet."
0.0,0.441,0.559,0.4215,It's a fad worth holding onto.
0.0,1.0,0.0,0.0,Each year New York City's public beaches are declared open on Memorial Day.
0.13,0.87,0.0,-0.2023,Why then do the city's public swimming pools stay empty until late June?
0.0,1.0,0.0,0.0,Department of Parks and Recreation officials offer only leaky reasons.
0.0,0.87,0.13,0.34,"Pools, they say, tempt public school students to play hooky, and the lifeguards are in school themselves."
0.15,0.85,0.0,-0.4588,"They suggest, lamely, that June weather isn't hot enough for swimming and attendance won't justify the added costs."
0.0,1.0,0.0,0.0,Yet many days this June were as sweltering as early August.
0.0,1.0,0.0,0.0,"And school schedules ought not to be the governing issue: All New Yorkers feel the heat, but not all are students in public schools."
0.0,1.0,0.0,0.0,"Should Parks officials feel obliged to accommodate the school schedules anyway, whether for the sake of swimmers or lifeguards, why not at least open pools on weekends?"
0.0,1.0,0.0,0.0,"For limiting city swimmers to those weeks of tar beach, the Parks Department deserves a worm."
0.216,0.784,0.0,-0.7845,"It wasn't enough for the sheriff of Maricopa County, Arizona, to ban smoking, coffee and girlie magazines and reinstitute the chain gang for the county's 5,200 prisoners."
0.0,0.909,0.091,0.2023,"On top of all that, he plans to pipe Newt Gingrich's lecture series into the cells via cable TV."
0.0,0.722,0.278,0.4019,Sheriff Joe Arpaio has clearly mastered Gingrichian rhetoric.
0.272,0.728,0.0,-0.5927,"I understand some people might call this cruel and unusual punishment, he said, ""but so what?"""
0.216,0.784,0.0,-0.7845,"It wasn't enough for the sheriff of Maricopa County, Arizona, to ban smoking, coffee and girlie magazines and reinstitute the chain gang for the county's 5,200 prisoners."
0.0,0.909,0.091,0.2023,"On top of all that, he plans to pipe Newt Gingrich's lecture series into the cells via cable TV."
0.0,0.722,0.278,0.4019,Sheriff Joe Arpaio has clearly mastered Gingrichian rhetoric.
0.272,0.728,0.0,-0.5927,"I understand some people might call this cruel and unusual punishment, he said, ""but so what?"""
0.0,1.0,0.0,0.0,Sheriff Arpaio says he does not plan to present any balancing Democratic material.
0.0,1.0,0.0,0.0,"He says he doesn't know of any, ""and some people might say these guys already got enough of those ideas."""
0.0,1.0,0.0,0.0,"So much for equal time in Maricopa County, but even so the sheriff may be on to something."
0.0,0.62,0.38,0.5994,Here at last is every pol's dream: a truly captive audience.
0.0,1.0,0.0,0.0,Not even Gopac can deliver that.
0.157,0.744,0.099,-0.106,"Hard times aren't good times to be New York City's Commissioner of Cultural Affairs, as Mary Schmidt Campbell knows very well."
0.0,1.0,0.0,0.0,"But during her four-year tenure, Dr. Campbell, who has just been appointed dean of New York University's Tisch School of the Arts, made her department heard."
0.0,0.859,0.141,0.624,"She did so by seeing that it served the full range of New Yorkers, and was especially successful in bringing minority artists into mainstream public programs."
0.106,0.729,0.164,0.2263,"Dr. Campbell has said of budgets that they're rather like the weather: ""There are good seasons and bad seasons, and you just kind of ride them out."""
0.197,0.506,0.297,0.2006,Dr. Campbell rode her good -- and bad -- seasons very well.
0.157,0.744,0.099,-0.106,"Hard times aren't good times to be New York City's Commissioner of Cultural Affairs, as Mary Schmidt Campbell knows very well."
0.0,1.0,0.0,0.0,"But during her four-year tenure, Dr. Campbell, who has just been appointed dean of New York University's Tisch School of the Arts, made her department heard."
0.0,0.859,0.141,0.624,"She did so by seeing that it served the full range of New Yorkers, and was especially successful in bringing minority artists into mainstream public programs."
0.305,0.695,0.0,-0.7845,"The Koch administration says it's serious about protecting New York City workers who blow the whistle on waste, fraud and corruption."
0.0,1.0,0.0,0.0,"But consider the case of Samuel Adams, formerly a $263-a-week Health Department janitor."
0.0,0.906,0.094,0.3818,"After a month on the job, Mr. Adams reported to the department's Inspector General that his supervisor was turning back the time clock to protect tardy co-workers."
0.0,1.0,0.0,0.0,Two months later he was dismissed for ''poor job performance.''
0.0,1.0,0.0,0.0,That was nearly three years ago.
0.153,0.847,0.0,-0.5574,This week New York City's Department of Investigation ruled that the dismissal was illegal and that Mr. Adams should be reinstated.
0.535,0.465,0.0,-0.3182,Why the delay?
0.0,1.0,0.0,0.0,"A D.O.I. spokesman concedes the investigation took too long, but pleads the agency didn't learn about the case until last January."
0.0,1.0,0.0,0.0,"But, incredibly, when the agency was informed, it bounced the case back to the Health Department, which then took almost another year to conclude the relatively simple inquiry."
0.0,0.708,0.292,0.5106,The message to honest city employees is decidedly mixed.
0.0,0.769,0.231,0.4019,"Yes, retaliatory dismissals for whistle blowing ultimately won't be tolerated."
0.0,1.0,0.0,0.0,But getting the bureaucracy to respond could take years.
0.0,0.93,0.07,0.3612,"''Every state has two senators, and that's what Staten Island thought they were getting into when they joined the union,'' Mayor Koch said the other day in sympathy with New York's least populous borough."
0.0,0.854,0.146,0.5574,This reaction to the Supreme Court's ruling that the Board of Estimate is malapportioned shows the durability of wishful thinking about reapportionment.
0.162,0.838,0.0,-0.4767,"The idea is that if the U.S. Senate can be malapportioned, what's wrong with a little local malapportionment?"
0.183,0.714,0.103,-0.4215,"What's wrong is that the Supreme Court rejected the idea 25 years ago in the same decision, Reynolds v. Sims, that established the one-person-one-vote rule for state elections."
0.082,0.918,0.0,-0.34,The Court applied the equal protection clause of the 14th Amendment: ''No state shall ... deny to any person within its jurisdiction the equal protection of the laws.''
0.0,1.0,0.0,0.0,That meant equal voting rights for electing both chambers of a bicameral state legislature.
0.0,0.868,0.132,0.6249,"By contrast, the Great Compromise that produced a House of equally populated districts and two senators from each state regardless of population is contained in the Constitution's Article One."
0.0,0.907,0.093,0.1139,"That Federal provision was not affected by the 14th Amendment, addressed mainly to the states."
0.0,1.0,0.0,0.0,Congressional leaders voice concern about the steady decline in real competition for House and Senate seats.
0.0,0.889,0.111,0.25,Yet they now propose to add to incumbents' overwhelming advantage by fattening next year's Congressional mailing budget.
0.0,0.909,0.091,0.5106,"For the fiscal year that begins Oct. 1, which will include most of the 1990 campaign, Congress proposes to spend a record $114 million on free postage for members' newsletters and other mailings to constituents."
0.0,1.0,0.0,0.0,That will be more than twice the $54 million budgeted this year.
0.0,1.0,0.0,0.0,Members of Congress have a legitimate need to communicate with constituents.
0.0,0.897,0.103,0.3182,"But as the hefty election-year increase suggests, much of the mail flooding from Capitol Hill amounts to campaigning at taxpayer expense."
0.0,0.818,0.182,0.5346,Public financing of Congressional campaigns would be a wonderfully welcome reform but this kind of subsidy amounts to public financing only for incumbents.
0.0,1.0,0.0,0.0,Senators are required to publicize the amount of publicly paid postage.
0.0,1.0,0.0,0.0,House members don't even have to do that.
0.0,0.707,0.293,0.6597,Voters are at least entitled to know how representatives spend next year's generous campaign subsidy.
0.0,0.874,0.126,0.5574,"Sometime in the 1920's, a rich New Yorker named Abby Aldrich Rockefeller started an art collection that was based, a son wrote, ''on her own instincts and interests.''"
0.0,0.868,0.132,0.6249,"In 1939 it became the nucleus of a great collection of folk art at Colonial Williamsburg, some of which is on display at the Whitney Museum through April 2."
0.0,0.871,0.129,0.4767,"Many of the paintings - the baby asleep in the red chair, say, and Edward Hicks's ''Peaceable Kingdom'' -are old friends by now."
0.074,0.71,0.216,0.6597,"Just as photographers like Walker Evans defined the America of the 1930's, these artists and artisans, most of them anonymous, defined the American Paradise Lost."
0.0,0.838,0.162,0.7184,"That's the way it seems now: an America where every child had a flower or a toy in hand and where Abundance, in the form of a bowl or a compote overflowing with fruit, was a popular theme."
0.0,1.0,0.0,0.0,"Nothing but wood smoke, the viewer imagines, ever smudged the pellucid air over these small farms, and the roads seem to stretch to infinity."
0.25,0.455,0.295,0.1027,No wonder Americans cherish this art.
0.0,1.0,0.0,0.0,"Michael Moore got a taste of Hollywood when he had to search for a distributor to handle his scorching documentary, ''Roger and Me.''"
0.0,1.0,0.0,0.0,And now he's had a taste of New York.
0.088,0.912,0.0,-0.4215,"''Roger and Me'' recounts the impact of General Motors' heavy layoffs in Flint, Mich., and Mr. Moore's efforts to collar G.M.'s chairman, Roger Smith, into a visit to face the devastation."
0.0,0.823,0.177,0.4767,The Times's Vincent Canby hailed Mr. Moore as ''an irrepressible new humorist in the tradition of Mark Twain and Artemus Ward.''
0.0,1.0,0.0,0.0,"Last week Mr. Moore saw his film with paying customers for the first time, at a theater on Manhattan's upscale Upper East Side."
0.0,0.864,0.136,0.0258,Afterward he chatted with a crowd in the lobby.
0.0,0.909,0.091,0.34,"One of his terms for distribution, he explained, was that a seat be left open wherever the film played, marked with a sign ''Reserved for Roger Smith.''"
0.348,0.652,0.0,-0.7506,"The trouble with New Yorkers, he said, is that they keep stealing the signs."
0.0,1.0,0.0,0.0,"Then one New Yorker called out, ''Can I have your coat?''"
0.0,0.625,0.375,0.6597,"In New York, irrepressible humorists meet their match in wise guys."
0.0,0.887,0.113,0.4019,"This summer, thousands of elderly New Yorkers will get the chance to escape city heat and go to the woods and countryside -- because of the Vacations and Senior Center Association."
0.0,1.0,0.0,0.0,"They'll be campers, some of them for the first time in their lives, and they'll be doing what young campers do."
0.0,0.897,0.103,0.4588,"Last year, 10,000 people spent one or two welcome weeks in the country because of the Vacations Association; their ages ranged from 55 to an astonishing 106."
0.069,0.931,0.0,-0.1406,"Fees are low, but so are the campers' incomes -- which is why the association provides ""scholarships"" for those who need them."
0.0,1.0,0.0,0.0,"Donations for these scholarships are tax-deductible, and may be sent to VASCA, 275 Seventh Avenue, New York, N.Y. 10001."
0.213,0.787,0.0,-0.4019,"Reggie Lawrence of Huntingdon, Tenn., has trouble with the name Dukakis."
0.0,0.894,0.106,0.3612,"''It sounds like somebody in Indonesia or Greece or someplace overseas,'' he told some political reporters he'd run into at a local cafe."
0.0,1.0,0.0,0.0,''It just doesn't sound American.''
0.172,0.637,0.191,0.0772,"Loretta Lynn of numerous country music awards has trouble with ''Dukakis,'' too."
0.0,1.0,0.0,0.0,"Traveling through central Illinois with Vice President Bush not long ago, she said of the Democratic Presidential candidate (in a conspicuously thickened drawl): ''Why, I can't even pronounce his name!''"
0.629,0.371,0.0,-0.5255,Poor Mr. Lawrence!
0.0,0.828,0.172,0.3612,"Names like Squanto, Geronimo and Massasoit probably don't sound American to him either."
0.255,0.658,0.086,-0.6249,"As for poor Ms. Lynn, she must have a terrible time with the names Cuomo, Deukmejian and Sununu as well."
0.144,0.856,0.0,-0.4019,She got a big ho-ho-ho from the crowd when she confessed her inability to tangle with three syllables.
0.113,0.722,0.165,0.25,But there's no laughter coming from those who know an ethnic slur when they hear one.
0.092,0.786,0.122,0.1779,"California voters, rebelling against the corrupting influence of special-interest money in politics, have approved sweeping ethics and campaign finance reforms."
0.109,0.667,0.224,0.4404,The results ought to inspire members of Congress still stalling similar Federal measures.
0.0,0.533,0.467,0.7906,Proposition 112 won an impressive 62 percent of the vote.
0.161,0.839,0.0,-0.3182,It forbids the flow of influence money to state lawmakers' personal bank accounts.
0.247,0.616,0.137,-0.3818,Its central feature is a ban on honorariums - speaking fees from favor-seekers.
0.0,1.0,0.0,0.0,The House outlawed such fees last year but the Senate still allows members to pocket them.
0.054,0.692,0.254,0.6369,"In Los Angeles, meanwhile, voters approved a charter amendment ending honorariums for city officials and replacing backdoor salary supplements with a substantial pay raise."
0.32,0.68,0.0,-0.5106,That's exactly the trade-off rejected by the Senate.
0.0,1.0,0.0,0.0,"Setting another example for Congress, the amendment establishes a public campaign finance system."
0.0,0.4,0.6,0.25,Voters want cleaner government.
0.154,0.846,0.0,-0.25,"One way or another, they'll send reluctant members of Congress the message."
0.0,1.0,0.0,0.0,"A New Yorker, returned after a long absence to live in the city, was made aware by yesterday's snowstorm of a change that took place while he was away."
0.306,0.694,0.0,-0.296,Nobody seems worried about dry feet.
0.0,1.0,0.0,0.0,"Walking with eyes down against the wind-driven flakes, he did not see a single pair of old-fashioned rubbers and the only galoshes were on children being herded to school."
0.0,1.0,0.0,0.0,"Most people seem to wear running shoes, uncovered."
0.0,1.0,0.0,0.0,Women's boots seemed hardly different from what he would see on a dry day.
0.0,1.0,0.0,0.0,"In a store stacked with running shoes, he asked about buying a pair of rubbers."
0.273,0.506,0.221,0.049,"No, the salesman smiled patronizingly, we don't carry anything like that."
0.0,1.0,0.0,0.0,"His countryman's eye noted, in a streetside garden patch, that some early-sprouting tulips were being buried in white and a couple of snowdrops were living up to their name."
0.0,1.0,0.0,0.0,"The trees in Washington Square, their buds swelling, were etched by the clinging snow."
0.0,1.0,0.0,0.0,But what brought the country most sharply to mind were the patterns left by the running shoes.
0.0,1.0,0.0,0.0,"Imprinted in the snow were triangles and squares, circles and dots, lines and ridges."
0.0,0.865,0.135,0.3612,It was like going through a March woods and recognizing the footprints of squirrels and rabbits and raccoons.
0.0,1.0,0.0,0.0,"There must be a whole new woodsman's art, he thought, telling a Reebok from a Nike from a New Balance by the tracks left in the snow on the sidewalk."
0.0,1.0,0.0,0.0,"Neiman Marcus, the upscale Texas department store, set an unbeatable standard for lavish Christmas presents several years ago by offering ''his'' and ''hers'' airplanes."
0.042,0.958,0.0,-0.0772,"Now the spring catalogue of New York City's upscale gadget emporium, Hammacher Schlemmer, offers the latest in how to flit from here to there - without being detected: the B-2 Stealth bomber."
0.121,0.879,0.0,-0.296,"No, it's not the real thing, which goes for a half-billion dollars a copy, give or take a few million."
0.148,0.789,0.062,-0.3818,"It's a plastic desktop model for $119.50 - ''a faithfully detailed reproduction'' in the same ominous gray, but with a wingspan of only 20 1/2 inches and no functioning parts."
0.0,1.0,0.0,0.0,The cut-price model is imported from the Philippines.
0.0,0.862,0.138,0.34,How the manufacturer cracked Pentagon security to get drawings for a ''faithfully detailed'' imitation is not disclosed.
0.212,0.788,0.0,-0.7351,"Open the door of the tavern and let us go there day and night, For I am sick and tired of the mosque and the seminary."
0.0,1.0,0.0,0.0,So run some lines from a poem that has come to light posthumously from the pen of Ayatollah Khomeini.
0.086,0.815,0.099,0.0754,Should one be more surprised at the libertine sentiments or that the scowling cleric had time for poetry at all?
0.12,0.773,0.107,-0.0772,"The wisdom-in-wine line is a stock theme of classical Persian poets, used by Sufi mystics like Hafez to mock traditional learning."
0.0,0.864,0.136,0.4588,And tyrants who have sent thousands to needless deaths often fancy that they possess talents for more than just slaughter.
0.0,1.0,0.0,0.0,The Orientalist Arthur Waley was once asked his opinion of Mao Zedong's poetry.
0.0,0.592,0.408,0.7832,He replied that it was excellent - so much better than Hitler's paintings.
0.0,0.858,0.142,0.5106,"The Postal Service now estimates that this election year, the House will spend a record $79 million on free mailings to constituents."
0.0,1.0,0.0,0.0,That's $40 million more than it has just budgeted.
0.167,0.692,0.141,-0.1343,"And if that's not bad enough, consider the way the House now responds to this embarrassment."
0.111,0.889,0.0,-0.4588,"Rather than face the issue openly, Representative Vic Fazio last week quietly sought to cover $25 million of the overrun with a vague last-minute amendment to the ''Dire Emergency Supplemental Appropriation,'' largely for foreign aid."
0.238,0.628,0.135,-0.3182,"The amendment failed, 208 to 161, mainly because many Democrats were reluctant to push a benefit for incumbents."
0.0,0.671,0.329,0.5994,House Republicans opposed the amendment hoping to create an issue for G.O.P.
0.0,0.588,0.412,0.1027,challengers this fall.
0.313,0.687,0.0,-0.659,"It's hard to say which is more offensive, the mailing overrun or the unwillingness to confront it."
0.0,1.0,0.0,0.0,"Either way, the overrun puts the Postal Service's money where the House's mouth is."
0.0,0.784,0.216,0.5106,It must continue to deliver the free mail whether or not Congress pays.
0.228,0.772,0.0,-0.7579,"Taxpayers end up paying either way, but this way they are treated to the sight of grown representatives, naked cheats, hiding behind the mailbox."
0.0,0.86,0.14,0.3818,Dear Boss: You may have noticed that I was away from my desk a couple of times this week.
0.0,1.0,0.0,0.0,My husband's employers noticed the same.
0.0,1.0,0.0,0.0,So we thought we'd explain.
0.0,1.0,0.0,0.0,"You see, next week it's back to school for our family."
0.0,1.0,0.0,0.0,We had to take our son to the ophthalmologist and the optician.
0.0,1.0,0.0,0.0,We had to take our daughter for a general physical examination.
0.0,1.0,0.0,0.0,We had to get them both haircuts.
0.0,1.0,0.0,0.0,"We had to buy pencils and lunchboxes, sneakers and loafers, go through the closets and drawers, and work out baby sitter and pickup schedules."
0.0,0.856,0.144,0.4019,"Most of these things we did at night or on weekends, or asked others to help with."
0.0,0.888,0.112,0.34,"But some things just didn't work out that easily, so we took a couple of long lunch hours, then worked late."
0.0,0.915,0.085,0.0772,Next week we want to take the little one for her first day at preschool.
0.0,1.0,0.0,0.0,It shouldn't take long.
0.0,1.0,0.0,0.0,And then all this will be over.
0.524,0.476,0.0,-0.5106,Unless someone gets sick.
